Reaction ID,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details)
31272758,7,91,full reaction; has preparation,2-naphthaldoxime,2-naphthamide,198830,ON=CC1=CC=C2C=CC=CC2=C1>>NC(=O)C1=CC2=CC=CC=C2C=C1,Preparation,,,,1,,,,,24,100,,,Inert atmosphere; Sealed tube,,,,,Experimental part,,,2-naphthamide,58 percent,58,,,"[PdCl2{¦Ê2-(P,N)-2-Ph2PC6H4CH=NOH}]",,water
31272758,7,91,full reaction; has preparation,2-naphthaldoxime,2-naphthamide,198830,ON=CC1=CC=C2C=CC=CC2=C1>>NC(=O)C1=CC2=CC=CC=C2C=C1,Chemical behaviour,,2.7. Application of CBNCS as a green reusable catalyst,"General procedure: All reactions were performed in a closed vial under microwave irradiation by using oxime (3 mmol) in toluene (1.5 ml) or acetonitrile (1.5 ml) with Cu NPs (5 mol%) at 120 C. The progress of each reaction was monitored by using thin-layer chromatography. After completion of the reaction, the reaction mixture was allowed to cool at room temperature and then poured into a conical flask containing 15 ml of ethanol. This reaction mixture was then centrifuged at 8000 rpm for 5 min at 25 C. The supernatant obtained was then used for the isolation of the products and residue was used to recover the catalyst by using the above-mentioned procedure. The isolated products were purified by column chromatography using Ethyl Acetate: Hexane (3:1) as eluent. All the synthesized amide products were characterized by NMR analysis.",1,,,,,,120,,,Microwave irradiation; Green chemistry,,Catalytic behavior,,,Experimental part,,,2-naphthamide,89 percent,,,,bionanocomposite of Cu and Cu2O nanoparticles supported by nanocellulose,,toluene
31323709,1,91,full reaction; has preparation,O-methyl-pyropheophorbide d oxime,methyl 3-cyano-3-devinylpyropheophorbide-a,141919,CCC1=C(C)\C2=C\C3=C(C=NO)C(C)=C(N3)\C=C3/N=C([C@@H](CCC(=O)OC)[C@@H]3C)C3=C4N\C(=C/C1=N2)C(C)=C4C(=O)C3>>CCC1=C(C)\C2=C\C3=C(C#N)C(C)=C(N3)\C=C3/N=C([C@@H](CCC(=O)OC)[C@@H]3C)C3=C4N\C(=C/C1=N2)C(C)=C4C(=O)C3,Preparation,,4.4.1. Methyl 3-cyano-3-devinyl-pyropheophorbide-a (8),"To a solution of chlorin 7 (30 mg, 0.053 mmol) in CH2Cl2 (8 ml) was added EtOPOCl2 (13 mg, 0.082 mmol), DBU (42 mg, 0.27 mmol), molecular sieve 4 ?, and the suspension was stirred for 6 h at room temperature under nitrogen. The reaction mixture was poured into aqueous 2% HCl and extracted with Et2O. The extract was washed with brine, dried over anhydrous Na2SO4, filtered and concentrated in vacuo. The crude product was purified by FCC (Et2O/CH2Cl2=7:93) followed by recrystallization from CH2Cl2 and hexane to give 8 as dark brown plates (20 mg, 67%): mp 218-219 C; VIS (CH2Cl2) ¦Ëmax 685 (relative intensity, 0.81), 647 (0.08), 626 (0.08), 573 (0.02), 544 (0.13), 514 (0.12), 474 (0.04), 415 (1.00), 382 (0.74), 323 nm (0.22); IR (CH2Cl2) ¦Ímax 2226 (CN), 1734 (ester-CO), 1697 (keto-CO), 1618, 1501, 1224, 1200, 1159, 977 cm-1; 1H NMR (CDCl3) ¦Ä 9.50 (1H, s, 10-H), 9.42 (1H, s, 5-H), 8.76 (1H, s, 20-H), 5.35, 5.20 (each 1H, d, J=19 Hz, 131-CH2), 4.58 (1H, dq, J=7, 2 Hz, 18-H), 4.37 (1H, dt, J=9, 2 Hz, 17-H), 3.63 (2H, q, J=8 Hz, 8-CH2), 3.67 (3H, s, 172-CO2CH3), 3.64 (3H, s, 2-CH3), 3.63 (3H, s, 12-CH3), 3.19 (3H, s, 7-CH3), 2.76-2.73 (1H, m, 17-CH), 2.64-2.58 (1H, m, 171-CH), 2.35-2.28 (2H, m, 17-CHCH), 1.86 (3H, d, J=7 Hz, 18-CH3), 1.66 (3H, t, J=8 Hz, 81-CH3), -0.49, -2.38 (each 1H, s, NH¡Á2); MS (APCl) found: m/z 548, calcd for C33H34N5O3: MH+, 548.",1,,,,,6,20,,,Molecular sieve; Darkness; Inert atmosphere,,,,,,experimental part,,methyl 3-cyano-3-devinylpyropheophorbide-a,67 percent,67,,,"ethyl phosphodichloridite; 1,8-diazabicyclo[5.4.0]undec-7-ene",,dichloromethane
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,,,,1,,,,,2,90 - 100,,,,,,,,,scheme or table,,,,,,,PPA,,
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,30,,"To a preheated (105 C) solution of polyphosphoric acid (225 g) was added powdered 6-methyl-2, 3-dihydro-lH-carbazol-4(9H)-one oxime (10 g) under nitrogen and heating continued for 15 min. The reaction mixture was cooled and to it was added crushed ice water. The crystallized solid obtained was collected by filtration. The solid was washed with water and then by dilute ammonium hydroxide, then dried under vacuum to obtain the desired product (8 g, crude product).",1,,,2.0,,0.25,105,,,Inert atmosphere; Cooling with ice,Beckmann Rearrangement,,,,,Page/Page column 264,,,,,,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime",ammonium hydroxide,,
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,132,,"To a preheated (105 C) solution of polyphosphoric acid (225 g) was added powdered 6-methyl-2, 3-dihydro-lH-carbazol-4(9H)-one oxime (10 g) under nitrogen and heating continued for 15 min. The reaction mixture was cooled and to it was added crushed ice water. The crystallized solid obtained was collected by filtration. The solid was washed with water and then by dilute ammonium hydroxide, then dried under vacuum to obtain the desired product (8 g, crude product). .",1,,,2.0,,0.25; 2,105; 20,,,Inert atmosphere; Cooling with ice,,,,,,Page/Page column 215,,,,,,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime",water,,
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,10,,"To a preheated (105 C) solution of polyphosphoric acid (225 g) was added powdered 6-methyl-2, 3-dihydro-lH-carbazol-4(9H)-one oxime (10 g) under nitrogen and heating continued for 15 min. The reaction mixture was cooled and to it was added crushed ice water. The crystallized solid obtained was collected by filtration. The solid was washed with water and then by dilute ammonium hydroxide, then dried under vacuum to obtain the desired product (8 g, crude product).",1,,,2.0,,0.25,105,,,Inert atmosphere,,,,,,Page/Page column 252,,,,,,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime",ammonium hydroxide,,water
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,22,,"[0325] To a preheated (105 C) solution of polyphosphoric acid (225 g) was added powdered 6-methyl-2, 3-dihydro-lH-carbazol-4(9H)-one oxime (10 g) under nitrogen and heating continued for 15 min. The reaction mixture was cooled and to it was added crushed ice water. The crystallized solid obtained was collected by filtration. The solid was washed with water and then by dilute ammonium hydroxide, then dried under vacuum to obtain the desired product (8 g, crude product). .",1,,,2.0,,,105,,,Inert atmosphere,,,,,,Page/Page column 167,,,,,,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime",ammonium hydroxide,,water
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,8,,"To a preheated (105 C) solution of polyphosphoric acid (225 g) was added powdered 6-methyl-2, 3-dihydro-1H-carbazol-4(9H)-one oxime (10 g) under nitrogen and heating continued for 15 min. The reaction mixture was cooled and to it was added crushed ice water. The crystallized solid obtained was collected by filtration. The solid was washed with water and then by dilute ammonium hydroxide, then dried under vacuum to obtain the desired product (8 g, crude product).",1,,,3.0,,0.333333,105,,,Inert atmosphere; Cooling with ice,,,,,,Page/Page column 150,,,,,,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime",water; ammonium hydroxide,,water
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,B15,,"[0315] To a preheated (105 C) solution of polyphosphoric acid (225 g) was added powdered 6-methyl-2, 3-dihydro-lH-carbazol-4(9H)-one oxime (10 g) under nitrogen and heating continued for 15 min. The reaction mixture was cooled and to it was added crushed ice water. The crystallized solid obtained was collected by filtration. The solid was washed with water and then by dilute ammonium hydroxide, then dried under vacuum to obtain the desired product (8 g, crude product). .",1,,,,,0.25,105,,,Inert atmosphere,,,,,,Page/Page column 243,,,,,,,polyphosphoric acid,,
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,132,,"0430] To a preheated (105 C) solution of polyphosphoric acid (225 g) was added powdered 6-methyl-2, 3-dihydro-lH-carbazol-4(9H)-one oxime (10 g) under nitrogen and heating continued for 15 min. The reaction mixture was cooled and to it was added crushed ice water. The crystallized solid obtained was collected by filtration. The solid was washed with water and then by dilute ammonium hydroxide, then dried under vacuum to obtain the desired product (8 g, crude product). .",1,,,,,0.25,105,,,Inetrt atmosphere,,,,,,Page/Page column 186,,,,,,,polyphosphoric acid,,
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,,,"To a preheated (105 C.) solution of polyphosphoric acid (225 g) was added powdered 6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime (10 g) under nitrogen and heating continued for 15 min. The reaction mixture was cooled and to it was added crushed ice water. The crystallized solid obtained was collected by filtration. The solid was washed with water and then by dilute ammonium hydroxide, then dried under vacuum to obtain the desired product (8 g, crude product).",1,,,,,0.25,105,,,Inert atmosphere,,,,,,Page/Page column 179,,,,,,,polyphosphoric acid,,
31770760,10,91,full reaction; has preparation,"6-methyl-2,3-dihydro-1H-carbazol-4(9H)-one oxime","9-methyl-2,3,4,5-tetrahydroazepino[4,3-b]indol-1(6H)-one",124922,CC1=CC=C2NC3=C(C2=C1)C(CCC3)=NO>>CC1=CC2=C(NC3=C2C(=O)NCCC3)C=C1,Preparation,,"3,4,5,6-Tetrahydroazepino[4,3-b]indol-1(2H)-one","General procedure: 1,2,3,9-Tetrahydro-4H-carbazol-4-one oxime (2.5 g, 12.5mmol) of was added portionwise to 95 g of preheated (110 C) PPA under vigorous stirring, and the mixture was stirred at this temperature for 30 min. Then, 200 g of ice were carefully poured into the mixture and triturated until complete dissolution of PPA and formation of a grey precipitate, which was collected by filtration under reduced pressure, washed with 100 mL of water, 10 mL of 5% diluted ammonia and further 100 mL of water. The solid was then suspended into 50 mL of MeOH and, after addition of 1.0 g of vegetal carbon, refluxed for 1 h. After cooling, the suspension was filtered on a Celite pad and the solvent removed to furnish the product.",1,,,,,0.5,110,,,,,,,,Experimental part,supporting information,,,,,,,PPA,,
32135024,2,91,full reaction; has preparation,2¡¯-hydroxyacetophenone imine,"2-methyl-1,3-benzoxazole",254848,CC(=N)C1=CC=CC=C1O>>CC1=NC2=C(O1)C=CC=C2,Preparation,,,,1,,,,,,0 - 10,,,Inert atmosphere,Beckmann type rearrangement,,,,,supporting information; experimental part,,"2-methyl-1,3-benzoxazole",91 percent,91,,,sodium hypochlorite,,water; isopropyl alcohol
32135024,2,91,full reaction; has preparation,2¡¯-hydroxyacetophenone imine,"2-methyl-1,3-benzoxazole",254848,CC(=N)C1=CC=CC=C1O>>CC1=NC2=C(O1)C=CC=C2,Preparation,,4.2 General procedure for the hypervalent iodine-mediated synthesis of benzoxazoles 2 and benzoisoxazoles 3,"General procedure: To a stirred solution of ortho-hydroxyaryl N-H ketimines 1 (1mmol) in solvent (2mL) was added an additive if specified (0.2-1.0mmol) and PhI(OAc)2 (1.1-2.0mmol). The resulting mixture was stirred at room temperature for 30min and the solvent was removed under reduced pressure. The crude was purified by chromatography on silica gel (pentane/ethyl acetate, 30-100:1) to furnish the desired products 2/3.",1,,,,,0.5,20,,,,,,,,Experimental part,,,"2-methyl-1,3-benzoxazole",47 percent,47,,,[bis(acetoxy)iodo]benzene,,methanol
32759630,1,91,full reaction; has preparation,N-(2-[3-((E)-1-hydroxyiminoethyl)-7-methoxy-naphthalen-1-yl]ethyl)acetamide,N-[2-(3-acetylamino-7-methoxy-naphthalen-1-yl)ethyl]acetamide,278869,COC1=CC2=C(CCNC(C)=O)C=C(C=C2C=C1)C(\C)=N\O>>COC1=CC2=C(CCNC(C)=O)C=C(NC(C)=O)C=C2C=C1,Preparation,,4.1.22. N-[2-(3-Acetylamino-7-methoxy-naphthalen-1-yl)ethyl]acetamide (26),"To a solution of compound 24 (1.5 g, 5.0 mmol) in dry dichloromethane (25 mL) was added dropwise cautiously phosphorus pentachloride (2.1 g, 10.0 mmol). The reaction mixture was allowed to stir at room temperature for 6 h, then poured into water and extracted with dichloromethane. The organic phase was washed with water, dried over MgSO4 and evaporated under reduced pressure to give the desired product as a yellow solid (1.07 g, 71% yield); m.p. 182-184 C; 1H NMR (300 MHz, DMSO-d6): ¦ÄH 1.80 (s, 3H, CH3), 2.07 (s, 3H, CH3), 3.12 (t, J = 8.3, 2H, CH2-a), 3.34 (m, 2H, CH2-b), 3.93 (s, 3H, OCH3), 7.12 (dd, J = 9.0, J = 2.4, 1H, H-6), 7.38 (d, J = 2.0, 1H, H-2), 7.52 (d, J = 2.4, 1H, H-8), 7.72 (d, J = 2.0, 1H, H-5), 8.07-8.15 (m, 2H, H-4 and NH), 10.00 (br s, 1H, NH); 13C NMR (DMSO-d6): ¦ÄC 23.1 CH3, 24.5 CH3, 33.5 C-a, 40.0 C-b, 55.7 OCH3, 103.1 C-8, 114.8 C-6, 118.9 C-2, 121.3 C-4, 129.6 C-10, 129.9 C-5, 130.0 C-9, 135.0 C-1, 135.2 C-3, 157.0 C-7, 168.8 CO, 169.9 CO; IR (neat, cm-1): 3297 (NH), 1643 (CO); LC/MS m/z 301.4 (M + 1); Anal. calcd for C17H23ClN2O2: C 63.24%, H 7.19%, N 9.91%; Found: C 63.23%, H 7.24%, N 10.06%.",1,,,,,6,20,,,,Beckmann rearrangement,,,,,experimental part,,N-[2-(3-acetylamino-7-methoxy-naphthalen-1-yl)ethyl]acetamide,71 percent,71,,,phosphorus pentachloride,,dichloromethane
32776289,1,91,full reaction; has preparation,3-O-descladinosyl-3-O-allyl-6-O-methylerythromycin A 9-(E)-oxime,3-O-descladinosyl-3-O-allyl-6-O-methyl-9a-aza-9a-homoerythromycin A,124922,CC[C@H]1OC(=O)[C@H](C)[C@@H](OCC=C)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)\C(=N/O)[C@H](C)[C@@H](O)[C@]1(C)O)OC>>CC[C@H]1OC(=O)[C@H](C)[C@@H](OCC=C)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)N[C@H](C)[C@@H](O)[C@]1(C)O)OC,Preparation,,6.16. 3-O-Descladinosyl-3-O-allyl-6-O-methyl-9a-aza-9a-homoerythromycin A (20),"To a solution of 19 (0.83 g, 1.3 mmol) dissolved in acetone (8 mL), a solution of NaHCO3 (125 mg dissolved in 3 mL of water, 1.5 mmol) was added, and then p-TsCl (307 mg dissolved in 3 mL of acetone, 1.6 mmol) were added dropwise at 0 C. After stirring at 0 C for 30 min, CH2Cl2 was added to extract the organic material (15 mL ¡Á 2). The evaporation of the organic phase gave 20 (0.54 g, 65.1%).HRMS (ESI) (M + H)+m/z 645.43297, calcd for C33H61N2O10 645.43207. 1H NMR (400 MHz, CDCl3) ¦Ä: 7.04 (d, J = 7.5 Hz, 1 H, -NHCO), 5.96-5.87 (m, 1 H, -CHCH2), 5.39 and 5.21 (m, 2 H, -CHCH2), 4.62 (d, J = 10.1 Hz, 1 H, H-13), 4.48 (d, J = 7.2 Hz, 1 H, H-1'), 4.28-4.07 (m, 4 H, H-11, H-10, -CH2-CHCH2), 3.94 (d, 1 H, H-5), 3.58 (d, J = 10.2 Hz, 1 H, H-3), 3.49-3.46 (m, 1 H, H-5'), 3.32 (s, 3 H, 6-OCH3), 3.18 (dd, 1 H, H-2'), 3.12 (s, 12-OH), 2.91-2.86 (m, 1 H, H-2), 2.47-2.45 (m, 1 H, H-3'), 2.36-2.33 (m, 1 H, H-8), 2.28 (s, 6 H, -N(CH3)2), 1.94-1.89 (m, 2 H, H-4, H-14eq), 1.70-1.45 (m, 4 H, H-7, H-14ax, H-4'eq), 1.32 (d, 3 H), 1.27 (s, 3 H, 6-CH3), 1.22 (d, 3 H), 1.19 (d, 3 H), 1.11 (s, 3 H, 12-CH3), 1.10 (d, 3 H), 0.98 (d, 3 H), 0.92 (t, 3 H); 13C NMR (100 MHz, CDCl3) ¦Ä: 179.2, 176.9, 134.3, 116.3, 101.0, 83.2, 79.7, 79.2, 78.5, 74.0, 73.9, 73.9, 70.7, 68.9, 65.0, 50.6, 45.6, 44.0, 40.3, 37.4, 33.3, 29.1, 21.1, 20.7, 19.0, 17.8, 16.0, 14.9, 11.1, 8.7.",1,,,,,0.5,0,,,,,,,,,experimental part,,3-O-descladinosyl-3-O-allyl-6-O-methyl-9a-aza-9a-homoerythromycin A,65.1 percent,65.1,,,sodium hydrogencarbonate; p-toluenesulfonyl chloride,,water; acetone
32942243,1,91,full reaction; has preparation,(E)-2-(benzylideneaminooxy)-2-oxoacetyl chloride,benzonitrile,141912,ClC(=O)C(=O)O\N=C\C1=CC=CC=C1>>N#CC1=CC=CC=C1,Preparation,,4.3.20.2. Table 3 entry 1,"To a solution of triphenylphosphine oxide (14 mg, 0.050 mmol) in CHCl3 (2.0 mL) was added (E)-2-(benzylideneaminooxy)-2-oxoacetyl chloride 5a (212 mg, 1.00 mmol) as solution in CHCl3 (1.0 mL) over 0.5 h via syringe pump at room temperature and the reaction mixture was stirred for 0.5 h at room temperature. The solvent was removed in vacuo. Purification by flash column chromatography (silica, 10% Et2O/pet. ether) afforded benzonitrile 2a as a colourless oil (76 mg, 74%).",1,,,,,1,20,,,,,,,,,supporting information; experimental part,,benzonitrile,74 percent,74,,,Triphenylphosphine oxide,,chloroform
33254014,1,91,full reaction; has preparation,"2,5-dimethylbenzaldehyde","2,5-dimethylbenzamide",290201,CC1=CC(C=O)=C(C)C=C1>>CC1=CC(C(N)=O)=C(C)C=C1,Preparation,,General experimental procedure for the synthesis of substituted benzamide derivatives:,"General procedure: To a stirred solution of acetonitrile (10 mL), aldehyde (1.0 mmol) and bioglycerol-based carbon catalyst (10 wt %) were added and stirred for 10 min. To this NH2OH¡¤HCl (1.0 mmol) followed by Cs2CO3 (1.0 mmol) were added, after which the reaction mixture was heated at 60-65 C until completion of the reaction as indicated by TLC. The reaction mixture was cooled to room temperature and catalyst was filtered, the solvent was removed by rotary evaporator. The crude residue was extracted with ethyl acetate (3 ¡Á 10 mL). The combined organic layers were extracted with water, saturated brine solution, and dried over anhydrous Na2SO4. The organic layers were evaporated under reduced pressure and the resulting crude product was purified by column chromatography using ethyl acetate and hexane (2:8) as eluents to give the corresponding substituted benzamide derivative in (71-78%) yield. The identity and purity of the product were confirmed by 1H, 13C NMR, and mass spectra.",1,,,,,,60 - 65,,,,,,,,,supporting information; experimental part,,"2,5-dimethylbenzamide",73 percent,73,,,hydroxylamine hydrochloride; caesium carbonate,,acetonitrile
